"","N","n","run","alpha0","sd_data","sigma","KL"
"1",1000,10,10,0.5,2.85434493577204,0,30.8221726176612
"2",1000,10,10,0.5,2.85434493577204,0.15,30.8101558183219
"3",1000,10,10,0.5,2.85434493577204,0.3,6.23437811273152
"4",1000,10,10,0.5,2.85434493577204,0.45,3.22294711205477
"5",1000,10,10,0.5,2.85434493577204,0.6,2.14683834142322
"6",1000,10,10,0.5,2.85434493577204,0.75,1.72638419173281
"7",1000,10,10,0.5,2.85434493577204,0.9,1.67354165333267
"8",1000,10,10,0.5,2.85434493577204,1.05,1.83187124118075
"9",1000,10,10,0.5,2.85434493577204,1.2,2.13641262689288
"10",1000,10,10,0.5,2.85434493577204,1.35,2.50726076297654
"11",1000,10,10,0.5,2.85434493577204,1.5,2.86049216151508
"12",1000,10,10,0.5,2.85434493577204,1.65,3.31461895870209
"13",1000,10,10,0.5,2.85434493577204,1.8,3.79155662286691
"14",1000,10,10,0.5,2.85434493577204,1.95,4.0390698468778
"15",1000,10,10,0.5,2.85434493577204,2.1,4.54602569919253
"16",1000,10,10,0.5,2.85434493577204,2.25,4.81078716423103
"17",1000,10,10,0.5,2.85434493577204,2.4,5.26226736837472
"18",1000,10,10,0.5,2.85434493577204,2.55,5.39560936938696
"19",1000,10,10,0.5,2.85434493577204,2.7,5.8520445360673
"20",1000,10,10,0.5,2.85434493577204,2.85,5.97634180805929
"21",1000,10,10,0.5,2.85434493577204,3,6.46533529419465
"22",1000,10,10,0.5,2.85434493577204,3.15,6.5887257281666
"23",1000,10,10,0.5,2.85434493577204,3.3,6.79583489348673
"24",1000,10,10,0.5,2.85434493577204,3.45,7.26579128109089
"25",1000,10,10,0.5,2.85434493577204,3.6,7.29159415419453
"26",1000,10,10,0.5,2.85434493577204,3.75,7.42727755095886
"27",1000,10,10,0.5,2.85434493577204,3.9,7.62600260949304
"28",1000,10,10,0.5,2.85434493577204,4.05,7.75852994352716
"29",1000,10,10,0.5,2.85434493577204,4.2,7.93323290611981
"30",1000,10,10,0.5,2.85434493577204,4.35,8.11446339297256
"31",1000,10,10,0.5,2.85434493577204,4.5,8.33285398480781
"32",1000,10,10,0.5,2.85434493577204,4.65,8.48793720368411
"33",1000,10,10,0.5,2.85434493577204,4.8,8.54943186079998
"34",1000,10,10,0.5,2.85434493577204,4.95,8.65502983789977
"35",1000,10,10,0.5,2.85434493577204,5.1,8.77626097528944
"36",1000,10,10,0.5,2.85434493577204,5.25,8.77222722700536
"37",1000,10,10,0.5,2.85434493577204,5.4,9.08291524323172
"38",1000,10,10,0.5,2.85434493577204,5.55,8.99233733415275
"39",1000,10,10,0.5,2.85434493577204,5.7,9.22425729178936
"40",1000,10,10,0.5,2.85434493577204,5.85,9.22680607677103
"41",1000,10,10,0.5,2.85434493577204,6,9.36072895270526
"42",1000,10,10,0.5,2.85434493577204,6.15,9.34408584269833
"43",1000,10,10,0.5,2.85434493577204,6.3,9.4159608610412
"44",1000,10,10,0.5,2.85434493577204,6.45,9.64750809442847
"45",1000,10,10,0.5,2.85434493577204,6.6,9.80956830220326
"46",1000,10,10,0.5,2.85434493577204,6.75,9.72252924489557
"47",1000,10,10,0.5,2.85434493577204,6.9,9.84867722820105
"48",1000,10,10,0.5,2.85434493577204,7.05,9.98985169885062
"49",1000,10,10,0.5,2.85434493577204,7.2,9.76616640741574
"50",1000,10,10,0.5,2.85434493577204,7.35,10.0322689612675
"51",1000,10,10,0.5,2.85434493577204,7.5,10.0828825706562
"52",1000,10,10,0.5,2.85434493577204,7.65,10.127725713735
"53",1000,10,10,0.5,2.85434493577204,7.8,10.089057276944
"54",1000,10,10,0.5,2.85434493577204,7.95,10.2843889813898
"55",1000,10,10,0.5,2.85434493577204,8.1,10.3340256934934
