"","N","n","run","alpha0","sd_data","sigma","KL"
"1",1000,20,10,0.5,5.72101350980152,0,138.033875359616
"2",1000,20,10,0.5,5.72101350980152,0.3,124.708783270936
"3",1000,20,10,0.5,5.72101350980152,0.6,86.4261926030711
"4",1000,20,10,0.5,5.72101350980152,0.9,50.2082834630935
"5",1000,20,10,0.5,5.72101350980152,1.2,34.2557226874726
"6",1000,20,10,0.5,5.72101350980152,1.5,16.7873183805605
"7",1000,20,10,0.5,5.72101350980152,1.8,11.6723395033895
"8",1000,20,10,0.5,5.72101350980152,2.1,8.16848073250401
"9",1000,20,10,0.5,5.72101350980152,2.4,6.665895958718
"10",1000,20,10,0.5,5.72101350980152,2.7,5.5554973217855
"11",1000,20,10,0.5,5.72101350980152,3,5.35857729023263
"12",1000,20,10,0.5,5.72101350980152,3.3,5.14173947141856
"13",1000,20,10,0.5,5.72101350980152,3.6,5.27987781142325
"14",1000,20,10,0.5,5.72101350980152,3.9,5.46424178195023
"15",1000,20,10,0.5,5.72101350980152,4.2,5.80364404279794
"16",1000,20,10,0.5,5.72101350980152,4.5,5.98963669312109
"17",1000,20,10,0.5,5.72101350980152,4.8,6.38738448729547
"18",1000,20,10,0.5,5.72101350980152,5.1,6.71018981715959
"19",1000,20,10,0.5,5.72101350980152,5.4,7.038407275138
"20",1000,20,10,0.5,5.72101350980152,5.7,7.29343633853568
"21",1000,20,10,0.5,5.72101350980152,6,7.734254435088
"22",1000,20,10,0.5,5.72101350980152,6.3,8.1759303166774
"23",1000,20,10,0.5,5.72101350980152,6.6,8.38826922787599
"24",1000,20,10,0.5,5.72101350980152,6.9,8.55534155980473
"25",1000,20,10,0.5,5.72101350980152,7.2,9.02094095355337
"26",1000,20,10,0.5,5.72101350980152,7.5,9.13676884211033
"27",1000,20,10,0.5,5.72101350980152,7.8,9.39298189377357
"28",1000,20,10,0.5,5.72101350980152,8.1,9.70064466670808
"29",1000,20,10,0.5,5.72101350980152,8.4,9.9887718221759
"30",1000,20,10,0.5,5.72101350980152,8.7,10.2559890188722
"31",1000,20,10,0.5,5.72101350980152,9,10.4540499023159
"32",1000,20,10,0.5,5.72101350980152,9.3,10.5597852786177
"33",1000,20,10,0.5,5.72101350980152,9.6,10.7202171144274
"34",1000,20,10,0.5,5.72101350980152,9.9,11.0292107932063
"35",1000,20,10,0.5,5.72101350980152,10.2,11.089386470838
"36",1000,20,10,0.5,5.72101350980152,10.5,11.4559699216491
"37",1000,20,10,0.5,5.72101350980152,10.8,11.4851551734732
"38",1000,20,10,0.5,5.72101350980152,11.1,11.6548539181154
"39",1000,20,10,0.5,5.72101350980152,11.4,11.9241561770774
"40",1000,20,10,0.5,5.72101350980152,11.7,12.0521281274486
"41",1000,20,10,0.5,5.72101350980152,12,12.1195976137858
"42",1000,20,10,0.5,5.72101350980152,12.3,12.2270564941544
"43",1000,20,10,0.5,5.72101350980152,12.6,12.3754293900266
"44",1000,20,10,0.5,5.72101350980152,12.9,12.5153239378908
"45",1000,20,10,0.5,5.72101350980152,13.2,12.5996202068007
"46",1000,20,10,0.5,5.72101350980152,13.5,12.7740756645404
"47",1000,20,10,0.5,5.72101350980152,13.8,12.9094908159965
"48",1000,20,10,0.5,5.72101350980152,14.1,13.0845584081354
"49",1000,20,10,0.5,5.72101350980152,14.4,13.144011365748
"50",1000,20,10,0.5,5.72101350980152,14.7,13.0489401385149
"51",1000,20,10,0.5,5.72101350980152,15,13.2154263888645
"52",1000,20,10,0.5,5.72101350980152,15.3,13.2995772649716
"53",1000,20,10,0.5,5.72101350980152,15.6,13.3584550714872
"54",1000,20,10,0.5,5.72101350980152,15.9,13.5234089066954
"55",1000,20,10,0.5,5.72101350980152,16.2,13.7668178506491
"56",1000,20,10,0.5,5.72101350980152,16.5,13.7036387858664
"57",1000,20,10,0.5,5.72101350980152,16.8,13.8397222668124
"58",1000,20,10,0.5,5.72101350980152,17.1,13.8894258898414
"59",1000,20,10,0.5,5.72101350980152,17.4,13.9640588859409
"60",1000,20,10,0.5,5.72101350980152,17.7,14.0010170762642
"61",1000,20,10,0.5,5.72101350980152,18,13.9086948286303
"62",1000,20,10,0.5,5.72101350980152,18.3,13.9983357410522
"63",1000,20,10,0.5,5.72101350980152,18.6,14.2216256881563
"64",1000,20,10,0.5,5.72101350980152,18.9,14.2879393736977
"65",1000,20,10,0.5,5.72101350980152,19.2,14.305387194196
"66",1000,20,10,0.5,5.72101350980152,19.5,14.2875567591139
"67",1000,20,10,0.5,5.72101350980152,19.8,14.5149347008702
"68",1000,20,10,1,5.62453073473404,0,82.0113160286173
"69",1000,20,10,1,5.62453073473404,0.3,77.9617440345253
"70",1000,20,10,1,5.62453073473404,0.6,45.0410161418674
"71",1000,20,10,1,5.62453073473404,0.9,25.3828437084714
"72",1000,20,10,1,5.62453073473404,1.2,18.976372203905
"73",1000,20,10,1,5.62453073473404,1.5,14.0742695110502
"74",1000,20,10,1,5.62453073473404,1.8,12.0418212251294
